CASE_NUMBER,VISA_STATUS,EMPLOYER_NAME,PREVAILING_WAGE_SUBMITTED,PREVAILING_WAGE_SUBMITTED_UNIT,PAID_WAGE_SUBMITTED,PAID_WAGE_SUBMITTED_UNIT,JOB_TITLE,WORK_CITY,PREVAILING_WAGE_SOC_CODE,PREVAILING_WAGE_SOC_TITLE,WORK_STATE,FULL_TIME_POSITION_Y_N,VISA_CLASS,JOB_TITLE_SUBGROUP,order,CASE_RECEIVED_DATE,Decision_Date,Processing_Time_Days
I-200-14114-606084,certified,WINSTON-SALEM STATE UNIVERSITY,44560.0,year,61320.0,year,ASSISTANT PROFESSOR OF CHEMISTRY,Winston-Salem,25-1052.00,"CHEMISTRY TEACHERS, POSTSECONDARY",NC,y,H-1B,assistant professor,149968,24-Apr-14,30-Apr-14,6
A-13347-24771,certified,"ORACLE AMERICA, INC.",110094.0,year,110094.0,year,SOFTWARE ENGINEER/DEVELOPER,SANTA CLARA,15-1133,"Software Developers, Systems Software",CALIFORNIA,,greencard,software engineer,15398,01-Jul-14,18-Jun-15,352
I-200-13253-013770,certified,"SCHOLAR TUTORIALS, LLC",76200.0,year,96000.0,year,MATH TEACHER,Edison,25-2031,"Secondary School Teachers, Except Special and Care",NJ,y,H-1B,teacher,69766,09-Oct-13,16-Sep-13,23
I-200-14078-259941,certified,VISION IT SERVICES USA INC,58074.0,year,60000.0,year,SOFTWARE ENGINEER,PHOENIX,15-1132,"Software Developers, Applications",AZ,y,H-1B,software engineer,121184,19-Mar-14,25-Mar-14,6
I-200-14336-381466,certified,"CLOUDEEVA, INC",63086.0,year,75000.0,year,BUSINESS ANALYST,NEW YORK,15-1121,Computer Systems Analysts,NY,y,H-1B,business analyst,102448,12-Feb-14,12-Aug-14,181
I-200-15075-783256,certified,OLD ADOBE UNION SCHOOL DISTRICT,57250.0,year,57831.0,year,TEACHER,PETALUMA,25-2021,"ELEMENTARY SCHOOL TEACHERS, EXCEPT SPECIAL",CA,y,H-1B,teacher,124467,16-Mar-15,25-Mar-15,9
I-200-14073-053984,certified,"LEARNINGMATE SOLUTIONS, INC",58011.0,year,78600.0,year,BUSINESS ANALYST,NEW YORK,13-1111,Management Analysts,NY,y,H-1B,business analyst,121408,14-Mar-14,20-Mar-14,6
I-200-15062-697173,certified,"GREAT SOFTWARE LABORATORY, INC.",67163.0,year,85000.0,year,SOFTWARE ENGINEER,CHICAGO,15-1132,"Software Developers, Applications",IL,y,H-1B,software engineer,92515,03-Mar-15,03-Sep-15,184
I-200-14020-345357,certified,CERNER CORPORATION,60258.0,year,66000.0,year,SOFTWARE ENGINEER,NORTH KANSAS CITY,15-1132,"Software Developers, Applications",MO,y,H-1B,software engineer,114493,20-Jan-14,24-Jan-14,4
I-200-13084-210866,certified,COMPUTEK SOLUTIONS INC,57075.0,year,62000.0,year,BUSINESS ANALYST,DALLAS,15-1121,Computer Systems Analysts,TX,y,H-1B,business analyst,124972,25-Mar-13,29-Mar-13,4
I-200-11308-631884,certified,INDIANA MATH AND SCIENCE ACADEMY-INDIANAPOLIS INC.,27420.0,year,32250.0,year,COMPUTER TEACHER,INDIANAPOLIS,25-2031,"Secondary School Teachers, Except Special and Care",IN,y,H-1B,teacher,165800,11-Apr-11,11-Oct-11,183
I-200-14365-561661,certified,"AMIRIT TECHNOLOGIES, INC.",79934.0,year,79935.0,year,SOFTWARE ENGINEER,MONTEREY PARK,15-1133,"Software Developers, Systems Software",CA,y,H-1B,software engineer,62170,31-Dec-14,01-Jul-15,182
A-14220-96594,certified,MIDDLE TENNESSEE STATE UNIVERSITY,22980.0,year,56000.0,year,"ASSISTANT PROFESSOR, CHEMISTRY",Murfreesboro,25-1052,"CHEMISTRY TEACHERS, POSTSECONDARY",TENNESSEE,,greencard,assistant professor,166738,08-Aug-14,14-Jan-15,159
I-200-13100-004915,certified,SYMANTEC CORPORATION,113499.0,year,123181.56,year,PRINCIPAL SOFTWARE ENGINEER,MOUNTAIN VIEW,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,12679,04-Oct-13,16-Apr-13,171
I-200-13241-014419,certified,HARMONY SCIENCE ACADEMY-HOUSTON HIGH,43110.0,year,43110.0,year,COMPUTER TEACHER,HOUSTON,25-2031,"Secondary School Teachers, Except Special and Care",TX,y,H-1B,teacher,152389,30-Aug-13,09-Oct-13,40
I-200-13364-552110,certified,"DANLAW, INC.",61277.0,year,75000.0,year,SOFTWARE ENGINEER,SOUTHFIELD,15-1133,"Software Developers, Systems Software",MI,y,H-1B,software engineer,110219,30-Dec-13,01-Jun-14,153
I-200-14321-726221,certified,MICROSOFT CORPORATION,97219.0,year,130907.0,year,SOFTWARE ENGINEER,BELLEVUE,15-1132,"Software Developers, Applications",WA,y,H-1B,software engineer,30981,20-Nov-14,26-Nov-14,6
I-200-13232-973877,certified,YALE UNIVERSITY,52100.0,year,175000.0,year,ASSISTANT PROFESSOR,NEW HAVEN,25-1011,"Business Teachers, Postsecondary",CT,y,H-1B,assistant professor,136308,20-Aug-13,26-Aug-13,6
I-200-14070-224436,certified,"INTELLISOFT TECHNOLOGIES, INC.",62171.0,year,63000.0,year,SOFTWARE ENGINEER,BLOOMINGTON,15-1132,"Software Developers, Applications",IL,y,H-1B,software engineer,107054,03-Dec-14,18-Mar-14,260
I-200-14092-340294,certified,"QUALCOMM TECHNOLOGIES, INC.",81515.0,year,81515.0,year,SOFTWARE ENGINEER,SAN DIEGO,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,58500,04-Aug-14,14-Apr-14,112
I-200-15071-174045,certified,"REVEL SYSTEMS, INC.",94162.0,year,95000.0,year,API INTEGRATION SOFTWARE ENGINEER,SAN FRANCISCO,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,35702,03-Dec-15,18-Mar-15,260
I-200-14035-209063,certified,REVEREIT LLC,30.54,hour,35.0,hour,BUSINESS ANALYST,BLOOMINGTON,13-1111,Management Analysts,IL,y,H-1B,business analyst,100885,02-Apr-14,02-Oct-14,183
I-200-15040-171220,certified,MICROSOFT CORPORATION,81432.0,year,102000.0,year,SOFTWARE ENGINEER,BELLEVUE,15-1132,"Software Developers, Applications",WA,y,H-1B,software engineer,58736,02-Nov-15,18-Feb-15,257
I-200-14289-321373,certified,"DYNAMIC DESIGN GROUP, INC",44637.0,year,46908.0,year,BUSINESS ANALYST,NEW YORK,13-1161,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,NY,y,H-1B,business analyst,149849,16-Oct-14,22-Oct-14,6
I-200-13064-810693,certified,IBM CORPORATION,92789.0,year,103000.0,year,STAFF SOFTWARE ENGINEER,FOSTER CITY,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,38541,03-May-13,03-Nov-13,184
I-200-13336-961982,certified,"NETVISION RESOURCES, INC",56680.0,year,60000.0,year,BUSINESS ANALYST,HOUSTON,15-1121,Computer Systems Analysts,TX,y,H-1B,business analyst,126049,12-Feb-13,12-Jun-13,120
I-200-12143-006312,certified,"MAGANTI IT RESOURCES, LLC",61963.0,year,75000.0,year,BUSINESS ANALYST,SAN JOSE,15-1121,Computer Systems Analysts,CA,y,H-1B,business analyst,107471,22-May-12,20-Mar-13,302
I-200-12118-451979,certified,THE OHIO UNIVERSITY,40010.0,year,58160.0,year,Assistant Professor of History,Athens,25-1125,"History Teachers, Postsecondary",OH,y,H-1B,assistant professor,157179,27-Apr-12,04-Nov-13,556
I-200-14052-329803,certified,INTEL CORPORATION,74766.0,year,74766.0,year,SOFTWARE ENGINEER,CHANDLER,15-1133,"Software Developers, Systems Software",AZ,y,H-1B,software engineer,72847,24-Feb-14,28-Feb-14,4
A-14133-68998,certified,IPIVOT LIMITED LIABILITY COMPANY,75442.0,year,90459.0,year,LEAD SOFTWARE ENGINEER,DAYTON,15-1132,"Software Developers, Applications",NEW JERSEY,,greencard,software engineer,71332,13-May-14,23-Oct-14,163
I-200-13084-704167,certified,"INTERNATIONAL LOTTERY & TOTALIZATOR SYSTEMS, INC.",73112.0,year,76000.0,year,SOFTWARE ENGINEER,VISTA,15-1121,Computer Systems Analysts,CA,y,H-1B,software engineer,77269,24-May-13,31-May-13,7
A-14159-76037,certified,NEW YORK UNIVERSITY,69940.0,year,140000.0,year,ASSISTANT PROFESSOR,NEW YORK,25-1063,"Economics Teachers, Postsecondary",NEW YORK,,greencard,assistant professor,85778,06-Aug-14,18-Nov-14,104
I-200-14295-795822,certified,VISTEON CORPORATION,108597.0,year,108597.0,year,LEAD SOFTWARE ENGINEER,HOLLAND,15-1133,"Software Developers, Systems Software",MI,y,H-1B,software engineer,18410,28-Oct-14,11-Mar-14,231
I-200-14226-278322,certified,MICROSOFT CORPORATION,97219.0,year,120019.0,year,SOFTWARE ENGINEER,REDMOND,15-1132,"Software Developers, Applications",WA,y,H-1B,software engineer,31206,15-Aug-14,21-Aug-14,6
I-200-14013-657299,certified,THE PENNSYLVANIA STATE UNIVERSITY,62878.0,year,65000.0,year,ASSISTANT PROFESSOR (RESEARCH TRACK),Hershey,19-1042,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS",PA,y,H-1B,assistant professor,103409,13-Jan-14,17-Jan-14,4
I-200-15076-883362,certified,"MONITISE AMERICAS, INC.",73923.0,year,75000.0,year,SOFTWARE ENGINEER,SAN FRANCISCO,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,74437,18-Mar-15,24-Mar-15,6
I-200-13073-382720,certified,"LIGHTBANK, LLC",58968.0,year,65000.0,year,BUSINESS ANALYST,NEW YORK,13-1199,"Business Operations Specialists, All Other",NY,y,H-1B,business analyst,118326,18-Mar-13,11-Jan-13,66
I-200-14190-685728,certified,IGT,84531.0,year,84531.0,year,SOFTWARE ENGINEER,LAS VEGAS,15-1132,"Software Developers, Applications",NV,y,H-1B,software engineer,53430,07-Sep-14,15-Jul-14,54
I-200-13346-065925,certified,"FEIN, SUCH, KAHN & SHEPARD, P.C.",68890.0,year,70000.0,year,BUSINESS ANALYST,Parsippany,15-1121,Computer Systems Analysts,NJ,y,H-1B,business analyst,88783,12-Dec-13,18-Dec-13,6
I-200-15056-546265,certified,"GUIDESPARK, INC.",94162.0,year,94162.0,year,SOFTWARE ENGINEER,MENLO PARK,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,35838,25-Feb-15,03-Mar-15,6
I-200-14182-608410,certified,"SMART WORKS, LLC",73091.0,year,79500.0,year,BUSINESS ANALYST,OWINGS,15-1121,Computer Systems Analysts,MD,y,H-1B,business analyst,77375,07-Jan-14,07-Aug-14,212
I-200-14062-326587,certified,FREER INDEPENDENT SCHOOL DISTRICT,37220.0,year,41900.0,year,MATHEMATICS TEACHER,FREER,25-2031,"Secondary School Teachers, Except Special and Care",TX,y,H-1B,teacher,160728,03-Mar-14,03-Jul-14,122
I-200-11312-570546,certified,BEXAR COUNTY HEALTH DISTRICT,49837.0,year,51001.6,year,SR. QUALITY DATA ANALYST,SAN ANTONIO,15-2041,STATISTICIANS,TX,y,H-1B,data analyst,140068,11-Aug-11,15-Nov-11,96
I-200-14066-406285,certified,MARONEY O'CONNOR LLP,39.65,hour,39.65,hour,ATTORNEY,NEW YORK,23-1011,Lawyers,NY,n,H-1B,attorney,56827,03-Jul-14,13-Mar-14,112
I-200-11320-428173,certified,TAPJOY INC.,121118.0,year,122000.0,year,SR. DATA SCIENTIST,SAN FRANCISCO,15-1111,COMPUTER AND INFORMATION RESEARCH SCIENTISTS,CA,y,H-1B,data scientist,7775,16-Nov-11,22-Nov-11,6
I-200-15027-429168,certified,UTAH VALLEY UNIVERSITY,49147.0,year,55462.0,year,ASSISTANT PROFESSOR OF CHINESE STUDIES,OREM,25-1062,"AREA, ETHNIC, AND CULTURAL STUDIES TEACHERS",UT,y,H-1B,assistant professor,141628,27-Jan-15,02-Feb-15,6
I-200-13079-887038,certified,"BN INFOTEC, INC.",50336.0,year,50336.0,year,SOFTWARE ENGINEER,IRVING,15-1131,Computer Programmers,TX,y,H-1B,software engineer,139122,20-Mar-13,26-Mar-13,6
I-200-12311-657438,certified,EMORY UNIVERSITY,47466.0,year,65000.0,year,"ASSISTANT PROFESSOR, RESEARCH TRACK",ATLANTA,19-1022,Microbiologists,GA,y,H-1B,assistant professor,144172,11-Jun-12,13-Nov-12,155
I-200-13011-138918,certified,SPRING BRANCH INDEPENDENT SCHOOL DISTRICT,42940.0,year,47778.0,year,ELEMENTARY BILINGUAL TEACHER,HOUSTON,25-2021,"Elementary School Teachers, Except Special Educati",TX,y,H-1B,teacher,152670,14-Jan-13,18-Jan-13,4
I-200-15080-913576,certified,"INVESTCLOUD, INC.",75046.0,year,80000.0,year,BUSINESS ANALYST,SAN FRANCISCO,15-1121,Computer Systems Analysts,CA,y,H-1B,business analyst,72235,23-Mar-15,27-Mar-15,4
I-200-14349-847915,certified,IBM CORPORATION,69493.0,year,69493.0,year,SOFTWARE ENGINEER,PITTSBURGH,15-1132,"Software Developers, Applications",PA,y,H-1B,software engineer,87443,15-Dec-14,19-Dec-14,4
I-200-15078-081626,certified,INFONET TECHNOLOGIES LLC,53331.0,year,60120.0,year,SOFTWARE ENGINEER,FARMINGTON HILLS,15-1132,"Software Developers, Applications",MI,y,H-1B,software engineer,133890,19-Mar-15,25-Mar-15,6
I-200-14076-337728,certified,"DATERA, INC",144206.0,year,150000.0,year,SR. SOFTWARE ENGINEER,MOUNTAIN VIEW,15-1133,"Software Developers, Systems Software",CA,y,H-1B,software engineer,1544,17-Mar-14,21-Mar-14,4
I-200-14120-646920,certified,CEDARVILLE UNIVERSITY,51997.0,year,55168.0,year,ASSISTANT PROFESSOR OF PHYSICS,CEDARVILLE,25-1054,"Physics Teachers, Postsecondary",OH,y,H-1B,assistant professor,136457,30-Apr-14,05-Jun-14,36
I-200-14196-065419,certified,TEXAS A&M UNIVERSITY CORPUS CHRISTI,46167.0,year,46167.0,year,VISITING ASSISTANT PROFESSOR,CORPUS CHRISTI,25-1199,"POSTSECONDARY TEACHERS, ALL OTHER",TX,y,H-1B,assistant professor,146690,15-Jul-14,21-Jul-14,6
I-200-15071-001986,certified,"SAMSUNG SEMICONDUCTOR, INC.",132038.0,year,140000.0,year,SR. SYSTEM SOFTWARE ENGINEER,MILPITAS,15-1133,"Software Developers, Systems Software",CA,y,H-1B,software engineer,3833,03-Dec-15,18-Mar-15,260
I-200-15075-880166,certified,SPAN SYSTEMS CORPORATION,64230.0,year,72000.0,year,SENIOR SOFTWARE ENGINEER,CEDAR RAPIDS,15-1121,Computer Systems Analysts,IA,y,H-1B,software engineer,99245,17-Mar-15,23-Mar-15,6
A-14055-44719,certified,THE UNIVERSITY OF ARIZONA,36067.0,year,175000.0,year,Assistant Professor of Medicine/Hospitalists,TUCSON,29-1063,"INTERNISTS, GENERAL",ARIZONA,,greencard,assistant professor,161663,25-Jul-14,19-Dec-14,147
I-200-14028-283068,certified,VANCE COUNTY SCHOOLS,32680.0,year,34450.0,year,PHYSICAL EDUCATION TEACHER,HENDERSON,25-2021.00,"Elementary School Teachers, Except Special Educati",NC,y,H-1B,teacher,164155,28-Jan-14,02-Apr-14,64
I-200-14058-175280,certified,"UTI, UNITED STATES, INC.",62483.0,year,63000.0,year,SOFTWARE ENGINEER,PORTLAND,15-1132,"Software Developers, Applications",OR,y,H-1B,software engineer,105127,27-Feb-14,03-May-14,65
I-200-15043-251775,certified,GOOGLE INC.,114802.0,year,127000.0,year,SOFTWARE ENGINEER,MOUNTAIN VIEW,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,11422,16-Feb-15,24-Feb-15,8
I-200-11276-037858,certified,"SASKEN COMMUNICATION TECHNOLOGIES, LTD.",69930.0,year,82930.0,year,SOFTWARE ENGINEER,PLANO,15-1132,"Software Developers, Applications",TX,y,H-1B,software engineer,85793,10-Mar-11,10-Jul-11,122
I-200-14113-518181,certified,"SYSINTELLI, INC",89378.0,year,96000.0,year,SOFTWARE ENGINEER,MONTVALE,15-1132,"Software Developers, Applications",NJ,y,H-1B,software engineer,43926,23-Apr-14,29-Apr-14,6
I-200-15063-326327,certified,AOL INC.,64085.0,year,64085.0,year,Data Analyst,Dulles,15-2031,OPERATIONS RESEARCH ANALYSTS,VA,y,H-1B,data analyst,99613,03-Jun-15,03-Dec-15,183
I-200-13078-123303,certified,"YASH & LUJAN CONSULTING, INC.",58302.0,year,65000.0,year,SOFTWARE ENGINEER,SAN ANTONIO,15-1132,"Software Developers, Applications",TX,y,H-1B,software engineer,120071,19-Mar-13,25-Mar-13,6
I-200-14338-555663,certified,IBM INDIA PRIVATE LIMITED,70304.0,year,70304.0,year,BUSINESS ANALYST,RARITAN,15-1131,Computer Programmers,NJ,y,H-1B,business analyst,85147,12-Apr-14,12-Oct-14,183
I-200-11299-456599,certified,MGL AMERICAS INC.,74235.0,year,120000.0,year,SOFTWARE ENGINEER,CRANBURY,15-1132,"Software Developers, Applications",NJ,y,H-1B,software engineer,73633,26-Oct-11,11-Jan-11,288
I-200-13240-394658,certified,"REDSALSA TECHNOLOGIES, INC.",76773.0,year,80000.0,year,"COMPUTER SOFTWARE ENGINEER, APPLICATIONS",DALLAS,15-1132,"Software Developers, Applications",TX,y,H-1B,software engineer,67805,28-Aug-13,09-May-13,111
A-13330-19340,certified,GOOGLE INC.,98675.0,year,115000.0,year,SOFTWARE ENGINEER,MOUNTAIN VIEW,15-1132,"Software Developers, Applications",CALIFORNIA,,greencard,software engineer,28371,01-Jun-14,17-Jun-15,381
I-200-15078-125861,certified,BDSN INTERNATIONAL INC,47778.0,year,64000.0,year,BUSINESS ANALYST,FORT WAYNE,15-1121,Computer Systems Analysts,IN,y,H-1B,business analyst,143756,19-Mar-15,25-Mar-15,6
I-200-14308-748195,certified,"TEQTRON, INC.",109762.0,year,110000.0,year,SOFTWARE ENGINEER,SAN JOSE,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,16673,11-Apr-14,11-Oct-14,183
I-200-13109-214473,certified,GEORGIA SOUTHERN UNIVERSITY,41100.0,year,41100.0,year,ASSISTANT PROFESSOR OF MATHEMATICS,STATESBORO,25-1022,"Mathematical Science Teachers, Postsecondary",GA,y,H-1B,assistant professor,155910,19-Apr-13,25-Apr-13,6
I-200-13330-840818,certified,DIBON SOLUTIONS INC,69680.0,year,69680.0,year,SOFTWARE ENGINEER,Manassas,15-1132,"Software Developers, Applications",VA,y,H-1B,software engineer,86909,26-Nov-13,12-Mar-13,259
I-200-14105-810571,certified,STARKVILLE SCHOOL DISTRICT,16.14,hour,28.07,hour,PHYSICIAL SCIENCE TEACHER,STARKVILLE,25-2031,"Secondary School Teachers, Except Special and Care",MS,y,H-1B,teacher,163586,15-Apr-14,14-May-14,29
I-200-14078-651706,certified,ADAEQUARE INC,69680.0,year,69680.0,year,SOFTWARE ENGINEER,Chantilly,15-1132,"Software Developers, Applications",VA,y,H-1B,software engineer,86957,19-Mar-14,25-Mar-14,6
I-200-13041-903638,denied,"CISCO SYSTEMS, INC.",109780.0,year,109780.0,year,SOFTWARE ENGINEER,RICHARDSON,15-1133,"Software Developers, Systems Software",TX,y,H-1B,software engineer,15840,13-Feb-13,19-Feb-13,6
I-200-14077-802555,certified,SPECTRUM LOGIX INC,53872.0,year,60000.0,year,SOFTWARE ENGINEER,FARMINGTON HILLS,15-1132,"Software Developers, Applications",MI,y,H-1B,software engineer,132766,18-Mar-14,24-Mar-14,6
I-200-14150-704089,certified,UNIV. OF ALA. HEALTH SERVICES FOUNDATION (UAHSF),119570.0,year,274000.0,year,ASSISTANT PROFESSOR,BIRMINGHAM,25-1071,"Health Specialties Teachers, Postsecondary",AL,y,H-1B,assistant professor,8002,30-May-14,06-May-14,24
I-200-12335-394290,certified,ROBERT BOSCH LLC,57054.0,year,60700.0,year,ASSOCIATE SOFTWARE ENGINEER,NOVI,15-1133,"Software Developers, Systems Software",MI,y,H-1B,software engineer,125089,12-May-12,12-Nov-12,184
I-200-15069-887806,certified,"FACTSET RESEARCH SYSTEMS, INC.",71802.0,year,85000.0,year,SOFTWARE ENGINEER,BOSTON,15-1132,"Software Developers, Applications",MA,y,H-1B,software engineer,80717,03-Oct-15,18-Mar-15,199
I-200-14329-282163,certified,GEORGE MASON UNIVERSITY,75850.0,year,78000.0,year,ASSISTANT PROFESSOR,FAIRFAX,25-1113,"SOCIAL WORK TEACHERS, POSTSECONDARY",VA,y,H-1B,assistant professor,70540,25-Nov-14,12-Mar-14,258
I-200-14139-064807,certified,KIPP SAN ANTONIO INC,42460.0,year,44748.0,year,ELEMENTARY TEACHER,SAN ANTONIO,25-2021,"Elementary School Teachers, Except Special Educati",TX,y,H-1B,teacher,153734,28-May-14,06-Mar-14,83
I-200-14073-386939,certified,GOOD DATA CORPORATION,93267.0,year,115000.0,year,SOFTWARE ENGINEER,SAN FRANCISCO,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,36844,14-Mar-14,20-Mar-14,6
I-200-15083-757518,certified,CONNVERTEX TECHNOLOGIES INC.,46509.0,year,60000.0,year,BUSINESS ANALYST,SOUTH JORDAN,15-1121,Computer Systems Analysts,UT,y,H-1B,business analyst,146166,25-Mar-15,31-Mar-15,6
I-200-14275-910034,certified,"INDSOFT, INC.",67163.0,year,67163.0,year,SOFTWARE ENGINEER,BOLINGBROOK,15-1132,"Software Developers, Applications",IL,y,H-1B,software engineer,92756,10-Feb-14,10-Aug-14,181
I-200-14037-314749,certified,VALLEY CITY STATE UNIVERSITY,37350.0,year,44500.0,year,ASSISTANT PROFESSOR,VALLEY CITY,25-1121,"Art, Drama, and Music Teachers, Postsecondary",ND,y,H-1B,assistant professor,160612,02-Jun-14,02-Dec-14,183
I-200-14063-291284,certified,SABRE GLBL INC.,64626.0,year,64626.0,year,CONTRIBUTOR BUSINESS ANALYST,SOUTHLAKE,15-1121,Computer Systems Analysts,TX,y,H-1B,business analyst,97854,03-Apr-14,03-Oct-14,183
I-200-11320-274540,certified,SPRING BRANCH INDEPENDENT SCHOOL DISTRICT,45600.0,year,52718.0,year,SECONDARY INSTRUMENTAL MUSIC TEACHER,HOUSTON,25-2031,"Secondary School Teachers, Except Special and Care",TX,y,H-1B,teacher,147643,19-Nov-11,25-Nov-11,6
I-200-15056-100043,certified,CERNER CORPORATION,62608.0,year,69100.0,year,SOFTWARE ENGINEER,NORTH KANSAS CITY,15-1132,"Software Developers, Applications",MO,y,H-1B,software engineer,104253,25-Feb-15,03-Mar-15,6
I-200-14105-020977,withdrawn,LARSEN & TOUBRO INFOTECH LIMITED,62566.0,year,72600.0,year,SOFTWARE ENGINEER & TESTER,HOBOKEN,15-1199,"Computer Occupations, All Other",NJ,y,H-1B,software engineer,104670,15-Apr-14,15-Apr-14,0
I-200-15078-254547,certified,ADBAKX LLC,61318.0,year,65000.0,year,BUSINESS ANALYST,LOS ANGELES,15-1121,Computer Systems Analysts,CA,y,H-1B,business analyst,110138,19-Mar-15,25-Mar-15,6
I-200-13248-926114,certified,"LEVANTINA USA, INC.",29.99,hour,73.0,hour,SOFTWARE ENGINEER,DALLAS,15-1132,"Software Developers, Applications",TX,n,H-1B,software engineer,105765,09-Jun-13,16-Sep-13,99
I-200-15009-237894,certified,GOOGLE INC.,134837.0,year,135000.0,year,SOFTWARE ENGINEER,MOUNTAIN VIEW,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,1940,01-Sep-15,17-Jan-15,227
I-200-11273-512258,certified,QAD INC.,91437.0,year,92000.0,year,PRINCIPAL SOFTWARE ENGINEER,Norcross,15-1132,"Software Developers, Applications",GA,y,H-1B,software engineer,40286,30-Sep-11,10-Jun-11,112
I-200-13071-990258,certified,QUICKEN LOANS INC.,62982.0,year,62982.0,year,SOFTWARE ENGINEER,DETROIT,15-1132,"Software Developers, Applications",MI,y,H-1B,software engineer,103266,13-Mar-13,19-Mar-13,6
I-200-12282-324817,certified,SKY BIRD TRAVEL & TOURS OF CALIFORNIA INC,76440.0,year,76440.0,year,GENERAL MANAGER / BUSINESS ANALYST,EL SEGUNDO,Nov-99,"Managers, All Other",CA,y,H-1B,business analyst,68982,10-Aug-12,10-Dec-12,122
I-200-13142-676238,certified,INTEL MOBILE COMMUNICATIONS NORTH AMERICA,88275.0,year,88275.0,year,SOFTWARE ENGINEER,SAN DIEGO,15-1133,"Software Developers, Systems Software",CA,y,H-1B,software engineer,46191,23-May-13,30-May-13,7
I-200-15084-947095,certified,LARSEN & TOUBRO TECHNOLOGY SERVICES LTD,34174.0,year,57300.0,year,SOFTWARE ENGINEER & TESTER,ROCKFORD,15-1199.01,Software Quality Assurance Engineers and Testers,IL,y,H-1B,software engineer,163061,25-Mar-15,31-Mar-15,6
I-200-15061-512952,certified,UNIVERSITY OF ROCHESTER,67620.0,year,134000.0,year,ASSISTANT PROFESSOR,ROCHESTER,25-1063,"Economics Teachers, Postsecondary",NY,y,H-1B,assistant professor,91471,03-Feb-15,03-Oct-15,242
I-200-14087-394392,certified,"UPSTATE MEDICAL ANESTHESIOLOGY GROUP, INC.",95400.0,year,230000.0,year,CLINICAL ASSISTANT PROFESSOR,SYRACUSE,25-1071,"Health Specialties Teachers, Postsecondary",NY,y,H-1B,assistant professor,33544,05-Feb-14,05-Aug-14,181
I-200-15022-627638,certified,"QUALCOMM ATHEROS, INC.",132038.4,year,132038.4,year,STAFF SOFTWARE ENGINEER,SAN JOSE,15-1133,"Software Developers, Systems Software",CA,y,H-1B,software engineer,3773,23-Jan-15,29-Jan-15,6
I-200-14279-057560,certified,"ZOOSK, INC.",76918.0,year,76918.0,year,SOFTWARE ENGINEER IN TEST,SAN FRANCISCO,15-1199,"Computer Occupations, All Other",CA,y,H-1B,software engineer,67410,10-Jul-14,14-Oct-14,96
I-200-14065-737772,certified,UNIVERSITY OF NEW MEXICO HEALTH SCIENCES CENTER,147520.0,year,165000.0,year,ASSISTANT PROFESSOR,ALBUQUERQUE,25-1071,"Health Specialties Teachers, Postsecondary",NM,y,H-1B,assistant professor,1267,03-Jun-14,03-Dec-14,183
I-200-15077-916473,certified,DISH NETWORK LLC,42682.0,year,42682.0,year,DATA ANALYST (MARKETING),ENGLEWOOD,13-1161,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,CO,y,H-1B,data analyst,153401,24-Mar-15,30-Mar-15,6
I-200-15059-967099,certified,LIBERTYCOM LLC,53768.0,year,70000.0,year,SR SOFTWARE ENGINEER,LITTLE ROCK,15-1132,"Software Developers, Applications",AR,y,H-1B,software engineer,133017,28-Feb-15,03-May-15,64
I-200-13231-055533,certified,UNIVERSITY OF MARYLAND COLLEGE PARK,49620.0,year,130467.0,year,ASSISTANT PROFESSOR,COLLEGE PARK,25-1054,"Physics Teachers, Postsecondary",MD,y,H-1B,assistant professor,140563,19-Aug-13,23-Aug-13,4
I-200-13291-715750,certified,"BUSINESS INTELLI SOLUTIONS, INC.",29.99,hour,30.0,hour,SOFTWARE ENGINEER,DALLAS,15-1132,"Software Developers, Applications",TX,y,H-1B,software engineer,105821,18-Oct-13,26-Oct-13,8
I-200-14078-951920,certified,"OPTUM SERVICES, INC.",57429.0,year,57429.0,year,SOFTWARE ENGINEER - FINANCE (OPTUM),CARLSBAD,15-1121,Computer Systems Analysts,CA,y,H-1B,software engineer,123990,20-Mar-14,26-Mar-14,6
I-200-13065-666782,certified,CGI TECHNOLOGIES AND SOLUTIONS INC.,61131.0,year,65000.0,year,BUSINESS ANALYST,Alhambra,15-1121,Computer Systems Analysts,CA,y,H-1B,business analyst,110536,14-Mar-13,20-Mar-13,6
I-200-14077-647223,certified,"FLEXERA GLOBAL, INC.",77875.0,year,80000.0,year,SOFTWARE ENGINEER,SUGAR LAND,15-1132,"Software Developers, Applications",TX,y,H-1B,software engineer,65487,18-Mar-14,24-Mar-14,6
